"iso3c";"country";"capital_city";"longitude";"latitude";"region";"income_level";"date";"ARB";"SRF";"CO2";"GDP";"POP";"URB"
"AFG";"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";2003;7772000;652860;1213,777;4515558808,10994;23680871;5293385
"AFG";"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";2004;7816000;652860;916,75;5226778808,89209;24726684;5563504
"AFG";"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";2005;7805000;652860;1327,454;6209137624,77181;25654277;5824291
"AFG";"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";2006;7794000;652860;1650,15;6971285594,68013;26433049;6055019
"AFG";"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";2007;7794000;652860;2273,54;9747879531,86311;27100536;6263747
"AFG";"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";2008;7794000;652860;4206,049;10109225813,6696;27722276;6464835
"AFG";"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";2009;7793000;652860;6769,282;12439087076,7667;28394813;6680732
"AFG";"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";2010;7793000;652860;8463,436;15856574731,441;29185507;6927764
"AFG";"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";2011;7791000;652860;12240,446;17804292964,1045;30117413;7212518
"AFG";"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";2012;7790000;652860;10755,311;20001598505,7042;31161376;7528588
"AFG";"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";2013;7785000;652860;9050,156;20561069558,2152;32269589;7865067
"AFG";"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";2014;7771000;652860;8467,103;20484885119,7348;33370794;8204877
"AFG";"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";2015;7765000;652860;9035,488;19907111418,9938;34413603;8535606
"AFG";"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";2016;7729000;652860;8672,455;18017749073,9033;35383128;8852859
"AFG";"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";2017;NA;652860;NA;18869945677,9599;36296400;9164841
"AFG";"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";2018;NA;652860;NA;18353881129,881;37172386;9477100
"AFG";"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";2019;NA;NA;NA;19291104007,8299;38041754;9797273
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";1990;2900000;1246700;5115,465;11228764963,1618;11848386;4400964
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";1991;2950000;1246700;5089,796;10603784541,197;12248901;4725626
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";1992;3000000;1246700;5196,139;8307810973,58848;12657366;5067883
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";1993;3000000;1246700;5775,525;5768720421,61367;13075049;5427584
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";1994;3000000;1246700;3890,687;4438321017,39068;13503747;5806611
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";1995;3000000;1246700;10975,331;5538749259,94714;13945206;6159458
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";1996;3000000;1246700;10458,284;7526446605,51712;14400719;6530150
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";1997;3000000;1246700;7381,671;7648377412,83277;14871570;6918998
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";1998;3000000;1246700;7308,331;6506229607,29432;15359601;7328066
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";1999;3000000;1246700;9156,499;6152922942,98032;15866869;7758423
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2000;3000000;1246700;9541,534;9129594818,60749;16395473;8212001
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2001;3000000;1246700;9732,218;8936063723,20121;16945753;8688765
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2002;3100000;1246700;12665,818;15285594828,418;17519417;9190861
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2003;3300000;1246700;9064,824;17812705294,325;18121479;9721267
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2004;3300000;1246700;18793,375;23552052407,5488;18758145;10284528
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2005;3300000;1246700;19156,408;36970918699,2523;19433602;10882817
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2006;3300000;1246700;22266,024;52381006892,038;20149901;11437890
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2007;3400000;1246700;25151,953;65266452081,386;20905363;12025601
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2008;3400000;1246700;25709,337;88538611205,1433;21695634;12644649
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2009;4000000;1246700;27792,193;70307163678,238;22514281;13291081
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2010;4100000;1246700;29057,308;83799496611,2004;23356246;13963065
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2011;4700000;1246700;30586,447;111789686464,441;24220661;14660282
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2012;4700000;1246700;34176,44;128052853643,106;25107931;15383127
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2013;4900000;1246700;33692,396;136709862831,194;26015780;16130304
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2014;4900000;1246700;44851,077;145712200312,505;26941779;16900847
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2015;4900000;1246700;34583,477;116193649124,151;27884381;17691524
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2016;4900000;1246700;34693,487;101123851090,455;28842484;18502165
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2017;NA;1246700;NA;122123822333,59;29816748;19332881
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2018;NA;1246700;NA;101353230784,594;30809762;20184707
"AGO";"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2019;NA;NA;NA;88815697793,303;31825295;21061025
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";1990;579000;28750;5515,168;2028553750;3286542;1197222
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";1991;578000;28750;4286,723;1099559027,77778;3266790;1198912
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";1992;578000;28750;2515,562;652174990,837304;3247039;1209490
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";1993;577000;28750;2335,879;1185315468,46295;3227287;1219882
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";1994;577000;28750;1925,175;1880951520,3972;3207536;1230218
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";1995;577000;28750;2086,523;2392764853,42107;3187784;1240399
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";1996;577000;28750;2016,85;3199642579,96974;3168033;1250518
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";1997;578000;28750;1543,807;2258515610,08862;3148281;1260414
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";1998;577000;28750;1752,826;2545967253,2416;3128530;1270214
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";1999;577000;28750;2984,938;3212119044,17089;3108778;1279853
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";2000;578000;28750;3021,608;3480355188,60063;3089027;1289391
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";2001;578000;28750;3223,293;3922099470,97313;3060173;1298584
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";2002;578000;28750;3751,341;4348070165,19261;3051010;1327220
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";2003;578000;28750;4294,057;5611492282,86582;3039616;1354848
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";2004;578000;28750;4165,712;7184681398,5698;3026939;1381828
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";2005;538000;28750;4253,72;8052075642,10781;3011487;1407298
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";2006;584000;28750;3898,021;8896073938,31407;2992547;1430886
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";2007;578000;28750;3927,357;10677321490,3807;2970017;1452398
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";2008;610000;28750;4374,731;12881354103,8398;2947314;1473392
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";2009;609000;28750;4378,398;12044223352,5413;2927519;1495260
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";2010;626000;28750;4598,418;11926928505,5231;2913021;1519519
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";2011;622000;28750;5240,143;12890765324,2256;2905195;1546929
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";2012;619099,975585938;28750;4924,781;12319830252,4768;2900401;1575788
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";2013;617099,975585938;28750;4913,78;12776217194,7928;2895092;1603505
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";2014;615599,975585938;28750;5489,499;13228144008,3428;2889104;1630119
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";2015;615099,975585938;28750;4616,753;11386846319,1589;2880703;1654503
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";2016;620299,987792969;28750;4536,079;11861200797,4706;2876101;1680247
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";2017;NA;28750;NA;13019693450,8816;2873457;1706345
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";2018;NA;28750;NA;15147020535,3869;2866376;1728969
"ALB";"Albania";"Tirane";19,8172;41,3317;"Europe & Central Asia";"Upper middle income";2019;NA;NA;NA;15279183289,9372;2854191;1747593
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";1990;1000;470;407,037;1029048481,88051;54509;51627
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";1991;1000;470;407,037;1106928582,86629;56671;53571
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";1992;1000;470;407,037;1210013651,87713;58888;55546
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";1993;1000;470;410,704;1007025755,00065;60971;57380
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";1994;1000;470;407,037;1017549124,33238;62677;58847
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";1995;1000;470;425,372;1178738991,19295;63850;59803
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";1996;1000;470;454,708;1223945356,62682;64360;60128
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";1997;1000;470;465,709;1180597272,72727;64327;59940
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";1998;1000;470;491,378;1211932397,81713;64142;59605
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";1999;1000;470;513,38;1239876305,13531;64370;59649
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";2000;1000;470;524,381;1429049198,45218;65390;60417
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";2001;750;470;524,381;1546926174,49664;67341;61991
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";2002;850,000023841858;470;531,715;1755910031,99699;70049;64194
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";2003;860,000014305115;470;535,382;2361726862,30248;73182;66747
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";2004;810,000002384186;470;561,051;2894921777,99851;76244;69192
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";2005;800,000011920929;470;575,719;3159905484,39249;78867;71205
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";2006;779,999971389771;470;546,383;3456442102,622;80993;72737
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";2007;769,999980926514;470;539,049;3952600602,24473;82684;73843
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";2008;759,999990463257;470;539,049;4085630584,44412;83862;74641
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";2009;769,999980926514;470;517,047;3674409558,21061;84463;75098
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";2010;769,999980926514;470;517,047;3449966856,68832;84449;75007
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";2011;769,999980926514;470;491,378;3629203786,19154;83747;74305
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";2012;759,999990463257;470;487,711;3188808942,56713;82427;73056
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";2013;810,000002384186;470;476,71;3193704343,20627;80774;71515
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";2014;810,000002384186;470;462,042;3271808157,30038;79213;70057
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";2015;810,000002384186;470;465,709;2789870187,50693;78011;68919
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";2016;779,999971389771;470;469,376;2896679211,86628;77297;68213
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";2017;NA;470;NA;3000180750,11297;77001;67876
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";2018;NA;470;NA;3218316013,22626;77006;67813
"AND";"Andorra";"Andorra la Vella";1,5218;42,5075;"Europe & Central Asia";"High income";2019;NA;NA;NA;3154057987,23833;77142;67873
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";1990;35000;83600;52009,061;50701443748,2975;1828432;1445394
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";1991;35000;83600;57010,849;51552165622,4462;1937153;1528530
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";1992;38000;83600;58136,618;54239171887,769;2052891;1616857
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";1993;40000;83600;65980,331;55625170253,337;2173139;1708391
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";1994;42000;83600;73130,981;59305093979,842;2294385;1800335
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";1995;43000;83600;70641,088;65743666575,8649;2415090;1891474
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";1996;46000;83600;73431,675;73571233996,1863;2539126;1993036
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";1997;45000;83600;73699,366;78839008444,5655;2671362;2108720
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";1998;36000;83600;81495,408;75674336283,1858;2813214;2233073
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";1999;43000;83600;78374,791;84445473110,9598;2966034;2367192
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";2000;60000;83600;112562,232;104337372362,151;3134062;2514646
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";2001;71000;83600;101403,551;103311640571,818;3302719;2663808
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";2002;75000;83600;84656,362;109816201497,617;3478777;2820140
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";2003;64000;83600;106783,04;124346358066,712;3711932;3024185
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";2004;63000;83600;113174,621;147824370319,946;4068570;3330979
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";2005;68000;83600;116071,551;180617467964,602;4588225;3774366
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";2006;50599,9984741211;83600;123728,247;222116541865,214;5300174;4380488
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";2007;44599,9984741211;83600;135554,322;257916133424,098;6168838;5121554
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";2008;51599,9984741211;83600;157167,62;315474615738,598;7089487;5911711
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";2009;49900,0015258789;83600;168274,963;253547358747,447;7917372;6630166
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";2010;50599,9984741211;83600;158623,419;289787338325,391;8549988;7189428
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";2011;45099,9984741211;83600;171626,601;350666031313,819;8946777;7553138
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";2012;37099,9984741211;83600;219792,646;374590605854,323;9141596;7747411
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";2013;37500;83600;220713,063;390107556160,654;9197910;7824294
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";2014;44000;83600;226143,89;403137100068,074;9214175;7866602
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";2015;44099,9984741211;83600;194765,371;358135057862,492;9262900;7935897
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";2016;44500;83600;206323,755;357045064669,843;9360980;8047166
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";2017;NA;83600;NA;385605506854,881;9487203;8182523
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";2018;NA;83600;NA;422215043584,969;9630959;8332898
"ARE";"United Arab Emirates";"Abu Dhabi";54,3705;24,4764;"Middle East & North Africa";"High income";2019;NA;NA;NA;421142267937,65;9770529;8479744
"ARG";"Argentina";"Buenos Aires";-58,4173;-34,6118;"Latin America & Caribbean";"Upper middle income";1990;26575000;2780400;112147,861;141352368714,691;32618651;28373007
"ARG";"Argentina";"Buenos Aires";-58,4173;-34,6118;"Latin America & Caribbean";"Upper middle income";1991;26680000;2780400;117098,311;189719984268,485;33079000;28887229
"ARG";"Argentina";"Buenos Aires";-58,4173;-34,6118;"Latin America & Caribbean";"Upper middle income";1992;26785000;2780400;121352,031;228788617201,696;33529326;29352243
"ARG";"Argentina";"Buenos Aires";-58,4173;-34,6118;"Latin America & Caribbean";"Upper middle income";1993;26890000;2780400;117927,053;236741715015,015;33970111;29809452
"ARG";"Argentina";"Buenos Aires";-58,4173;-34,6118;"Latin America & Caribbean";"Upper middle income";1994;26998000;2780400;122408,127;257440000000;34402672;30260590
