"iso3c";"date";"country";"capital_city";"longitude";"latitude";"region";"income_level";"ARB";"SRF";"CO2";"GDP";"POP";"URB";"ARB_est";"SRF_est";"CO2_est";"GDP_est";"POP_est";"URB_est";"ARB_rnk";"SRF_rnk";"CO2_rnk";"GDP_rnk";"POP_rnk";"URB_rnk";"TOT_rnk";"ARB_wgt";"SRF_wgt";"CO2_wgt";"GDP_wgt";"POP_wgt";"URB_wgt";"TOT_wgt"
"AFG";1991;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7910000;652860;2438,555;NA;13299017;2828169;7910000;652860;2438,555;2822870523,22394;13299017;2828169;32;39;121;133;55;89;78,1666666666667;0,557751852583946;0,496337024055472;0,0108176515276032;0,0117858555398599;0,248691772735441;0,122168634493751;0,241258798489346
"AFG";1992;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7910000;652860;1393,46;NA;14485546;3093388;7910000;652860;1393,46;2988752306,77973;14485546;3093388;32;39;136;129;53;86;79,1666666666667;0,558680923766461;0,496336828264626;0,00652033864774032;0,0117858555398599;0,266591634787417;0,130415253413145;0,245055139069875
"AFG";1993;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7824000;652860;1345,789;NA;15816603;3391712;7824000;652860;1345,789;3031169040,99114;15816603;3391712;32;39;139;128;52;80;78,3333333333333;0,554087933201874;0,496336413086369;0,0062323433526938;0,0117858555398599;0,286611954145118;0,139632148237024;0,24911444126049
"AFG";1994;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7703000;652860;1294,451;NA;17075727;3677087;7703000;652860;1294,451;3252209219,75019;17075727;3677087;32;39;140;128;50;79;78;0,546509271439583;0,496362506504375;0,00597581073258694;0,0117858555398599;0,304790759809887;0,147898713790362;0,252220486302776
"AFG";1995;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7653000;652860;1243,113;NA;18110657;3916248;7653000;652860;1243,113;3614862927,01357;18110657;3916248;32;39;143;128;49;78;78,1666666666667;0,543974262149545;0,496362393262156;0,00563239593589962;0,0117858555398599;0,318543333894187;0,153968417344868;0,255044443021086
"AFG";1996;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7647000;652860;1177,107;NA;18853437;4093835;7647000;652860;1177,107;3692726985,74209;18853437;4093835;32;39;144;127;48;76;77,6666666666667;0,546836696873487;0,496362091283158;0,00518761335417438;0,0117858555398599;0,326849598278404;0,157368319263597;0,257398362432113
"AFG";1997;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7685000;652860;1096,433;NA;19357126;4220821;7685000;652860;1096,433;3676778583,87845;19357126;4220821;32;39;149;130;48;75;78,8333333333333;0,547479796538582;0,496102751557882;0,00481638621814506;0,0117858555398599;0,330852300164008;0,15868036256183;0,258286242096718
"AFG";1998;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7757000;652860;1041,428;NA;19737765;4321584;7757000;652860;1041,428;3670897085,32151;19737765;4321584;32;39;151;131;48;75;79,3333333333333;0,55152637741632;0,496205564643839;0,00460541968255962;0,0117858555398599;0,332724098276493;0,158942656455658;0,259298328669122
"AFG";1999;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7653000;652860;821,408;NA;20170844;4434762;7653000;652860;821,408;3804815769,68961;20170844;4434762;33;39;155,5;129;48;75;79,9166666666667;0,543944759456339;0,496205564643839;0,00357480818491092;0,0117858555398599;0,335482711955582;0,159621211458747;0,25843581853988
"AFG";2000;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7683000;652860;773,737;NA;20779953;4587798;7683000;652860;773,737;3925657419,70656;20779953;4587798;32;39;159;127;47;74;79,6666666666667;0,547838239759606;0,496205259171699;0,00327025727783513;0,0117858555398599;0,341093355603145;0,161630843307373;0,260303968443253
"AFG";2001;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7683000;652860;817,741;NA;21606988;4790053;7683000;652860;817,741;3905936491,18981;21606988;4790053;32;39;157;130;47;75;80;0,549012687595476;0,496203786915564;0,00343001795856849;0,0117858555398599;0,350118696688454;0,16500188928173;0,262592155663275
"AFG";2002;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7678000;652860;1070,764;4055179566,34981;22600770;5031157;7678000;652860;1070,764;4055179566,34981;22600770;5031157;32;39;153;131;46;74;79,1666666666667;0,550546629845743;0,496202185027833;0,00439541584440327;0,0117858555398599;0,361595224645607;0,169320571736851;0,26564098044005
"AFG";2003;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7772000;652860;1213,777;4515558808,10994;23680871;5293385;7772000;652860;1213,777;4515558808,10994;23680871;5293385;32;39;152;135;45;73;79,3333333333333;0,555606785330897;0,496200671305408;0,00473901799744336;0,0116914610713155;0,374145100213489;0,1740818674588;0,269410817229559
"AFG";2004;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7816000;652860;916,75;5226778808,89209;24726684;5563504;7816000;652860;916,75;5226778808,89209;24726684;5563504;32;39;159;134;45;71;80;0,557551355279767;0,496207671054817;0,00341878893394528;0,0120131179542046;0,385817223668678;0,178807905466338;0,272302677059625
"AFG";2005;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7805000;652860;1327,454;6209137624,77181;25654277;5824291;7805000;652860;1327,454;6209137624,77181;25654277;5824291;31;39;153;136;45;71;79,1666666666667;0,555115064371237;0,496200289018173;0,00478443485543499;0,0131738124385877;0,395348666488152;0,182957520781291;0,274596631325479
"AFG";2006;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7794000;652860;1650,15;6971285594,68013;26433049;6055019;7794000;652860;1650,15;6971285594,68013;26433049;6055019;31;39;147;133;43;72;77,5;0,558522473740823;0,496199025721785;0,00574398328019719;0,0136414273992613;0,402334418049399;0,185963041286139;0,277067394912934
"AFG";2007;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7794000;652860;2273,54;9747879531,86311;27100536;6263747;7794000;652860;2273,54;9747879531,86311;27100536;6263747;31;39;138;125;42;70;74,1666666666667;0,559375330473335;0,496198871192627;0,00778758119966151;0,0169199116148728;0,407447098729943;0,188152427754564;0,279313536827501
"AFG";2008;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7794000;652860;4206,049;10109225813,6696;27722276;6464835;7794000;652860;4206,049;10109225813,6696;27722276;6464835;31;39;125;132;41;70;73;0,55845057819883;0,495447751696555;0,0138475026031102;0,0159836886949268;0,411680879069952;0,189893303235137;0,280883950583085
"AFG";2009;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7793000;652860;6769,282;12439087076,7667;28394813;6680732;7793000;652860;6769,282;12439087076,7667;28394813;6680732;31;39;108;115;41;70;67,3333333333333;0,56002456873628;0,495456501418667;0,022850930012279;0,0207339815490249;0,416559706855203;0,19195626202974;0,284596991766866
"AFG";2010;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7793000;652860;8463,436;15856574731,441;29185507;6927764;7793000;652860;8463,436;15856574731,441;29185507;6927764;29;39;98;113;40;69;64,6666666666667;0,561604432274683;0,495455651041705;0,0267705245455891;0,0241519301531067;0,42305603160487;0,19478224059377;0,287636801702287
"AFG";2011;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7791000;652860;12240,446;17804292964,1045;30117413;7212518;7791000;652860;12240,446;17804292964,1045;30117413;7212518;30;39;93;116;40;65;63,8333333333333;0,558463933863714;0,495454702712631;0,0373477317191937;0,0244076793746139;0,431501358243976;0,198670364668445;0,290974295097096
"AFG";2012;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7790000;652860;10755,311;20001598505,7042;31161376;7528588;7790000;652860;10755,311;20001598505,7042;31161376;7528588;30;39;95;111;40;64;63,1666666666667;0,554781002770639;0,49546424580591;0,032223347237823;0,0267993867881369;0,441222864270869;0,203180879283315;0,292278621026116
"AFG";2013;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7785000;652860;9050,156;20561069558,2152;32269589;7865067;7785000;652860;9050,156;20561069558,2152;32269589;7865067;30;39;103;111;40;62;64,1666666666667;0,553375051388149;0,494546500650083;0,0269835122867914;0,0267823909950272;0,451556380686882;0,207984866609807;0,29353811710279
"AFG";2014;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7771000;652860;8467,103;20484885119,7348;33370794;8204877;7771000;652860;8467,103;20484885119,7348;33370794;8204877;30;39;106;111;40;62;64,6666666666667;0,549210923920803;0,494552882775621;0,0250574155571064;0,0259681968789343;0,461505632526425;0,212613498502214;0,294818091693517
"AFG";2015;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7765000;652860;9035,488;19907111418,9938;34413603;8535606;7765000;652860;9035,488;19907111418,9938;34413603;8535606;30;39;106;112;40;60;64,5;0,545187127664907;0,494542829496588;0,0267855695651592;0,0266668791646608;0,470418503922742;0,216766921499353;0,296727971885568
"AFG";2016;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";7729000;652860;8672,455;18017749073,9033;35383128;8852859;7729000;652860;8672,455;18017749073,9033;35383128;8852859;31;39;109;116;39;61;65,8333333333333;0,542999249361027;0,49458843310673;0,0258851759492784;0,023772249976512;0,47809810321093;0,220362910362457;0,297617686994489
"AFG";2017;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";NA;652860;NA;18869945677,9599;36296400;9164841;NA;652860;NA;18869945677,9599;36296400;9164841;2;39;2;116;39;60;43;NA;0,49458843310673;NA;0,0233885329816993;0,48488582326798;0,223677677526527;NA
"AFG";2018;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";NA;652860;NA;18353881129,881;37172386;9477100;NA;652860;NA;18353881129,881;37172386;9477100;2;39;2;118;38;60;43,1666666666667;NA;0,49458843310673;NA;0,021392880672011;0,491152289960012;0,226909238706731;NA
"AFG";2019;"Afghanistan";"Kabul";69,1761;34,5228;"South Asia";"Low income";NA;NA;NA;19291104007,8299;38041754;9797273;NA;NA;NA;19291104007,8299;38041754;9797273;2;2;2;117;37;60;36,6666666666667;NA;NA;NA;0,022135451830093;0,497279880967142;0,230219303955354;NA
"AGO";1990;"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2900000;1246700;5115,465;11228764963,1618;11848386;4400964;2900000;1246700;5115,465;11228764963,1618;11848386;4400964;60;21;102;76;58;67;64;0,204997201346864;0,947804290439808;0,022970549051051;0,0495059240910957;0,225261963920735;0,194928816688891;0,274244790923074
"AGO";1991;"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";2950000;1246700;5089,796;10603784541,197;12248901;4725626;2950000;1246700;5089,796;10603784541,197;12248901;4725626;58,5;21;100;78;59;67;63,9166666666667;0,208011120748753;0,947804074211864;0,0225787974741553;0,0442721944737359;0,229054591309336;0,204133230916599;0,275975668189074
"AGO";1992;"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";3000000;1246700;5196,139;8307810973,58848;12657366;5067883;3000000;1246700;5196,139;8307810973,58848;12657366;5067883;58;21;103;83;59;65;64,8333333333333;0,211889098773626;0,9478037003301;0,0243139996417054;0,0327610487376506;0,232945854719088;0,213658695809633;0,277228733001967
"AGO";1993;"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";3000000;1246700;5775,525;5768720421,61367;13075049;5427584;3000000;1246700;5775,525;5768720421,61367;13075049;5427584;59;21;97;98;59;61;65,8333333333333;0,212457029601946;0,947802907506626;0,0267464326443944;0,0224300606860074;0,236932376973309;0,223446216440813;0,278302503975516
"AGO";1994;"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";3000000;1246700;3890,687;4438321017,39068;13503747;5806611;3000000;1246700;3890,687;4438321017,39068;13503747;5806611;59,5;21;112;110;59;60;70,25;0,212842764418895;0,947852735439457;0,0179612894823647;0,0160842697428022;0,241033210967269;0,233551802930137;0,278221012163487
"AGO";1995;"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";3000000;1246700;10975,331;5538749259,94714;13945206;6159458;3000000;1246700;10975,331;5538749259,94714;13945206;6159458;60;21;86;107;59;58;65,1666666666667;0,213239616679555;0,947852519192368;0,0497279086612022;0,0180584713631654;0,245278369033284;0,242160864164422;0,286052958182333
"AGO";1996;"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";3000000;1246700;10458,284;7526446605,51712;14400719;6530150;3000000;1246700;10458,284;7526446605,51712;14400719;6530150;60,5;21;88;94;59;58;63,4166666666667;0,214529892849544;0,947851942533947;0,0460905709847518;0,0240217088248313;0,249655764095967;0,25102104262609;0,288861820319188
"AGO";1997;"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";3000000;1246700;7381,671;7648377412,83277;14871570;6918998;3000000;1246700;7381,671;7648377412,83277;14871570;6918998;59;21;98;97;58;57;65;0,213720154797104;0,947356707972937;0,0324260383181472;0,024516752707716;0,254185106898104;0,260117430046092;0,28872036512335
"AGO";1998;"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";3000000;1246700;7308,331;6506229607,29432;15359601;7328066;3000000;1246700;7308,331;6506229607,29432;15359601;7328066;59;21;97;104;57;55;65,5;0,213301422231399;0,947553039612588;0,0323190191103568;0,0208890307950472;0,258920368775883;0,269517444696756;0,290416720870338
"AGO";1999;"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";3000000;1246700;9156,499;6152922942,98032;15866869;7758423;3000000;1246700;9156,499;6152922942,98032;15866869;7758423;61;21;91;110;56;53;65,3333333333333;0,213228051531297;0,947553039612588;0,03984953588269;0,0190593882446433;0,263898736332697;0,27925035847908;0,293806518347166
"AGO";2000;"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";3000000;1246700;9541,534;9129594818,60749;16395473;8212001;3000000;1246700;9541,534;9129594818,60749;16395473;8212001;62;21;94;92;56;52;62,8333333333333;0,213915751565641;0,947552456283671;0,0403280068100806;0,0274094436079458;0,269124136241827;0,289313663520274;0,29794057633824
"AGO";2001;"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";3000000;1246700;9732,218;8936063723,20121;16945753;8688765;3000000;1246700;9732,218;8936063723,20121;16945753;8688765;62;21;91;95;54;50;62,1666666666667;0,214374341114985;0,947549644866638;0,0408218280809003;0,026963868043986;0,27458824685627;0,299299953575665;0,300599647089741
"AGO";2002;"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";3100000;1246700;12665,818;15285594828,418;17519417;9190861;3100000;1246700;12665,818;15285594828,418;17519417;9190861;61;21;86;79;54;48;58,1666666666667;0,22228373958346;0,9475465859054;0,0519923504334551;0,0444256066940891;0,280297420210686;0,309312915354048;0,309309769696856
"AGO";2003;"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";3300000;1246700;9064,824;17812705294,325;18121479;9721267;3300000;1246700;9064,824;17812705294,325;18121479;9721267;59;21;95;80;54;47;59,3333333333333;0,235911270148219;0,947543695304434;0,0353923035941993;0,0461197737363953;0,286309679085352;0,319700213271019;0,311829489189936
"AGO";2004;"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";3300000;1246700;18793,375;23552052407,5488;18758145;10284528;3300000;1246700;18793,375;23552052407,5488;18758145;10284528;60;21;79;75;54;46;55,8333333333333;0,235404231374518;0,947557062010293;0,0700851731458781;0,0541315395161067;0,292688474729345;0,33053897514766;0,321734242653967
"AGO";2005;"Angola";"Luanda";13,242;-8,81155;"Sub-Saharan Africa";"Lower middle income";3300000;1246700;19156,408;36970918699,2523;19433602;10882817;3300000;1246700;19156,408;36970918699,2523;19433602;10882817;59;21;80;68;54;46;54,6666666666667;0,23470592087445;0,947542965289583;0,0690438886320232;0,0784405142967217;0,299484122501736;0,341860188207712;0,328512933300371
